sourceID;tp;fp;fn;Precision;Recall;F1;F2;AP;LAG
UC10E1;0;5;2;0;0;0;0;;
UC10E2;0;2;2;0;0;0;0;;
UC10S1;1;8;6;0.111111111111111;0.142857142857143;0.125;0.135135135135135;;
UC10S2;0;1;1;0;0;0;0;;
UC11E1;0;4;2;0;0;0;0;;
UC11E2;0;2;2;0;0;0;0;;
UC11S1;2;15;1;0.117647058823529;0.666666666666667;0.2;0.344827586206897;;
UC11S2;2;7;1;0.222222222222222;0.666666666666667;0.333333333333333;0.476190476190476;;
UC12;0;4;1;0;0;0;0;;
UC13;2;1;1;0.666666666666667;0.666666666666667;0.666666666666667;0.666666666666667;;
UC13E1;0;7;2;0;0;0;0;;
UC15E1;3;2;1;0.6;0.75;0.666666666666667;0.714285714285714;;
UC15S1;2;3;0;0.4;1;0.571428571428572;0.769230769230769;;
UC15S2;2;7;0;0.222222222222222;1;0.363636363636364;0.588235294117647;;
UC15S3;2;4;0;0.333333333333333;1;0.5;0.714285714285714;;
UC15S4;2;8;0;0.2;1;0.333333333333333;0.555555555555556;;
UC16;5;14;1;0.263157894736842;0.833333333333333;0.4;0.581395348837209;;
UC16E1;0;1;0;0;1;0;0;;
UC17S1;0;8;2;0;0;0;0;;
UC17S2;2;3;0;0.4;1;0.571428571428572;0.769230769230769;;
UC17S3;1;0;1;1;0.5;0.666666666666667;0.555555555555556;;
UC18E1;1;0;0;1;1;1;1;;
UC18E2;1;0;0;1;1;1;1;;
UC18S1;2;3;0;0.4;1;0.571428571428572;0.769230769230769;;
UC18S2;2;1;0;0.666666666666667;1;0.8;0.909090909090909;;
UC19E1;0;6;2;0;0;0;0;;
UC19E2;0;1;2;0;0;0;0;;
UC19S1;2;4;1;0.333333333333333;0.666666666666667;0.444444444444444;0.555555555555556;;
UC19S2;2;4;0;0.333333333333333;1;0.5;0.714285714285714;;
UC19S3;0;8;0;0;1;0;0;;
UC1E1;0;10;1;0;0;0;0;;
UC1E2;0;6;0;0;1;0;0;;
UC1S1;1;4;3;0.2;0.25;0.222222222222222;0.238095238095238;;
UC1S2;0;4;0;0;1;0;0;;
UC21E1;0;6;2;0;0;0;0;;
UC21E2;0;2;2;0;0;0;0;;
UC21S1;0;13;3;0;0;0;0;;
UC22E1;0;13;0;0;1;0;0;;
UC22E2;0;0;0;1;1;1;1;;
UC22S1;0;7;0;0;1;0;0;;
UC22S2;0;4;0;0;1;0;0;;
UC22S3;0;5;0;0;1;0;0;;
