alternative,mean,lower,upper,metric
0,0.3314450979165369,0.2852172909094434,0.3784713781593141,F2
0.010101010101010102,0.3319177788413399,0.28570022194743294,0.3788473274502117,F2
0.020202020202020204,0.33231532892841303,0.28637419340024445,0.37919488361579606,F2
0.030303030303030304,0.332675698265417,0.2867778349271733,0.379400705294356,F2
0.04040404040404041,0.3330863366470411,0.2873205877629067,0.37972431817472513,F2
0.05050505050505051,0.33351232077505943,0.28783846275139596,0.3801187752767107,F2
0.06060606060606061,0.3339097519132731,0.28836428388124025,0.38052660944679295,F2
0.07070707070707072,0.3343074516111305,0.2887938170699124,0.38081167138984107,F2
0.08080808080808081,0.3347498780218593,0.28923382057943287,0.38101482619579236,F2
0.09090909090909091,0.33521153059054487,0.28959755003269955,0.3815265686437078,F2
0.10101010101010102,0.3355673671742053,0.2900499734918869,0.38180292205487104,F2
0.11111111111111112,0.33602866720769625,0.2905414431096151,0.38205972970321506,F2
0.12121212121212122,0.33649888129498384,0.2908013605045406,0.38255073815579965,F2
0.13131313131313133,0.3368853379972938,0.2910758493321033,0.3831342255330663,F2
0.14141414141414144,0.3373322209414696,0.29150502588454574,0.383561909149336,F2
0.15151515151515152,0.3377167669228758,0.29195892754995706,0.3840507531817477,F2
0.16161616161616163,0.3381567456971676,0.29226659963675816,0.38441187833791407,F2
0.17171717171717174,0.3386399370233031,0.2925520581384112,0.3848108762992778,F2
0.18181818181818182,0.33906998147569095,0.2928638753514496,0.38533940055994803,F2
0.19191919191919193,0.3394776118912524,0.293229348688377,0.38570909507212653,F2
0.20202020202020204,0.339858977196948,0.2934988819285532,0.3863748784853536,F2
0.21212121212121213,0.3402997828558749,0.29373919163050455,0.3868859455046095,F2
0.22222222222222224,0.3407010568433546,0.29407193238896195,0.3875165236796439,F2
0.23232323232323235,0.3411532080426277,0.2943546705379629,0.3881147794744915,F2
0.24242424242424243,0.3415036607402427,0.29446948752926055,0.38885140126259476,F2
0.25252525252525254,0.34193997001303567,0.2947071936283198,0.3894068763393544,F2
0.26262626262626265,0.34232668783463316,0.2949073495292024,0.3900502469413829,F2
0.27272727272727276,0.3427164718342426,0.2949602749849238,0.3907240493636804,F2
0.2828282828282829,0.34314106665912825,0.29512931471883574,0.3912723260466498,F2
0.29292929292929293,0.3436173099187123,0.2952121897058177,0.3918218618676468,F2
0.30303030303030304,0.3440374567921421,0.2954787836186791,0.3926493294324298,F2
0.31313131313131315,0.34447744672995684,0.2957683590896394,0.3934236673147002,F2
0.32323232323232326,0.34487713255669905,0.29591459178909874,0.3942182468522344,F2
0.33333333333333337,0.34530199652734483,0.29620739175637395,0.3949365128408489,F2
0.3434343434343435,0.345724907167814,0.29649165876418193,0.3956738839325312,F2
0.3535353535353536,0.3462164868990927,0.2966064033865921,0.39630304368413016,F2
0.36363636363636365,0.34663962081643607,0.2965935090322265,0.39708726313791604,F2
0.37373737373737376,0.34707843159648266,0.29677548680468835,0.3978237859319878,F2
0.38383838383838387,0.3474696987665181,0.2970159958325016,0.39850656627627906,F2
0.393939393939394,0.3478874497133043,0.29698435883125546,0.3991336390733037,F2
0.4040404040404041,0.348294516748328,0.297207039305332,0.399992593973306,F2
0.4141414141414142,0.34870880205771904,0.2975675878437765,0.4009248828861791,F2
0.42424242424242425,0.3491697471479942,0.2975430542071827,0.4017196180583972,F2
0.43434343434343436,0.3496581215053347,0.29763238519396196,0.40259884854404093,F2
0.4444444444444445,0.350065877969293,0.29762084154093993,0.40342793379754255,F2
0.4545454545454546,0.3504983170370267,0.297777167038609,0.40419602865506354,F2
0.4646464646464647,0.3509039629575462,0.29769991899425896,0.4049908904716801,F2
0.4747474747474748,0.3512740376008383,0.2979049076895529,0.4057906750431937,F2
0.48484848484848486,0.3516569041187899,0.2980493067887585,0.40661223639701266,F2
0.494949494949495,0.3520662504022648,0.2980547941250875,0.4074868048639104,F2
0.5050505050505051,0.3524925479746029,0.29809559074058195,0.40834989519604054,F2
0.5151515151515152,0.35291864175903087,0.29804896411365717,0.40923542882351566,F2
0.5252525252525253,0.3533898856941483,0.29817879268727515,0.4101718808498061,F2
0.5353535353535354,0.3538219708743403,0.29812759583220644,0.411085487827768,F2
0.5454545454545455,0.35424835684114286,0.29804421907140966,0.41200718764934974,F2
0.5555555555555556,0.3546745188236249,0.2980401050388045,0.412978560154253,F2
0.5656565656565657,0.3550888253240442,0.29780372944588585,0.41373908569175816,F2
0.5757575757575758,0.3555993954908281,0.2978230043183071,0.4145474894197932,F2
0.5858585858585859,0.35599362990720285,0.29792897654809647,0.4154804304575684,F2
0.595959595959596,0.35642429488452043,0.29801548200286576,0.4162449461674105,F2
0.6060606060606061,0.35680919618316975,0.29798200063390107,0.41706095157164236,F2
0.6161616161616162,0.35719879707177193,0.2978272008762562,0.4180685286629594,F2
0.6262626262626263,0.35762505977012754,0.29758537541723307,0.418888706262483,F2
0.6363636363636365,0.35802557587704464,0.2972386261549582,0.4197178281930566,F2
