alternative,mean,lower,upper,metric
0.6464646464646465,0.3584372782496748,0.2971973539454888,0.4205974486641174,F2
0.6565656565656566,0.3588702450620057,0.2972366028348706,0.4215282546146675,F2
0.6666666666666667,0.35932768150346717,0.2973616499878799,0.4225884211328193,F2
0.6767676767676768,0.35974698072213196,0.2971889673810016,0.4235140893309842,F2
0.686868686868687,0.36017770720432923,0.29699050319129916,0.4243422998375176,F2
0.696969696969697,0.36064066433357733,0.2969962460638822,0.42509733486578155,F2
0.7070707070707072,0.36104011660326096,0.2968691396137682,0.42608145117472024,F2
0.7171717171717172,0.36148671523726783,0.2966728544583929,0.42698081950444006,F2
0.7272727272727273,0.36196065915556075,0.29637839122864656,0.42790619295098686,F2
0.7373737373737375,0.362399190459171,0.29620080465606086,0.42877240152442536,F2
0.7474747474747475,0.3628158329791824,0.2961581163719338,0.42980699291822666,F2
0.7575757575757577,0.3632690704826612,0.296039701692077,0.4307920937824661,F2
0.7676767676767677,0.3637041195563956,0.2957297483523654,0.43166631779463904,F2
0.7777777777777778,0.3641693975606064,0.29555324391597765,0.43265376760689145,F2
0.787878787878788,0.3646090940559533,0.2953211291692418,0.4335061323000929,F2
0.797979797979798,0.3650649762610468,0.29526201555354076,0.43413247313151226,F2
0.8080808080808082,0.36544835590197017,0.2952103806441309,0.4350048356169655,F2
0.8181818181818182,0.3659078155002367,0.2951515099909986,0.4360318841371577,F2
0.8282828282828284,0.3663382661335929,0.2950812045007429,0.437103779517197,F2
0.8383838383838385,0.3667569045088852,0.2946822305325365,0.43816737711815834,F2
0.8484848484848485,0.36719779951093057,0.29455270218899526,0.43921291599594176,F2
0.8585858585858587,0.36759089499271147,0.29428040399716954,0.4400574004352262,F2
0.8686868686868687,0.3680095926135607,0.29414929447078475,0.4408997564163186,F2
0.8787878787878789,0.3684040085072559,0.2939997483306276,0.44175814027782606,F2
0.888888888888889,0.36885218919688023,0.2937738300727711,0.4426224401119399,F2
0.8989898989898991,0.36925818013334755,0.29351289145021464,0.4434104313693049,F2
0.9090909090909092,0.3696896903733675,0.29322075377325146,0.44431322498163695,F2
0.9191919191919192,0.3701613857605439,0.2929368929935105,0.4450536409406552,F2
0.9292929292929294,0.37056237919811874,0.2928144393786289,0.4461342621560521,F2
0.9393939393939394,0.3710175748847431,0.29256846580050827,0.44703136252685116,F2
0.9494949494949496,0.37134259510495105,0.292403149292005,0.4478828529750107,F2
0.9595959595959597,0.3718134308601463,0.2920577799916251,0.44875830857157095,F2
0.9696969696969697,0.3722066877070699,0.29179116698203517,0.44947422484728894,F2
0.9797979797979799,0.3726396436076488,0.29155158523298624,0.4502343124655935,F2
0.98989898989899,0.37307563303555696,0.2914469644407132,0.45112607850137926,F2
1,0.3734503046857739,0.2914171664517528,0.4520750220177793,F2
