anaphora,mean,lower,upper,metric
0,0.34214182507992785,0.2960855851132947,0.38886699904529554,F2
0.010101010101010102,0.3416679535686791,0.295593799270903,0.38824132413663953,F2
0.020202020202020204,0.3412126836549207,0.29523248494570015,0.387846272832925,F2
0.030303030303030304,0.3407649639700743,0.29476943336029293,0.38735245034702337,F2
0.04040404040404041,0.34023682361665486,0.2943013465098499,0.38684105388170986,F2
0.05050505050505051,0.33979206655006833,0.2938349392455315,0.3864291941759341,F2
0.06060606060606061,0.33933160742986357,0.2934183228472974,0.3860144297593105,F2
0.07070707070707072,0.33890220783277925,0.2929722510347159,0.3854929117433864,F2
0.08080808080808081,0.33838464094992265,0.2925035461273348,0.3849570939546238,F2
0.09090909090909091,0.3379220443603388,0.2920405734252745,0.38446564821273177,F2
0.10101010101010102,0.33748473761391184,0.2917546180501542,0.38408827521511296,F2
0.11111111111111112,0.3369923981846692,0.29129586056599743,0.38351036678777595,F2
0.12121212121212122,0.3364872943108209,0.2908799310492372,0.383014787377262,F2
0.13131313131313133,0.33602105084731493,0.2904753038825141,0.3825214549546399,F2
0.14141414141414144,0.335643982183916,0.29000549451556906,0.3822101461695199,F2
0.15151515151515152,0.3352105429503528,0.2896137577179062,0.38181595754778624,F2
0.16161616161616163,0.334776186375183,0.2891624699141324,0.3813964986251754,F2
0.17171717171717174,0.33432755659684055,0.2887886878095096,0.38102268093448893,F2
0.18181818181818182,0.3338873540662395,0.2882554067801844,0.3805247432981138,F2
0.19191919191919193,0.3334030858048933,0.28770300748757627,0.3801117970133032,F2
0.20202020202020204,0.3329705663870761,0.2871579510207979,0.3796240127816494,F2
0.21212121212121213,0.3325170396809175,0.28658148642712256,0.37924978454094355,F2
0.22222222222222224,0.33203474140800404,0.2860693413263082,0.37888339266563725,F2
0.23232323232323235,0.3315044385768093,0.2855254517681001,0.3784857690363006,F2
0.24242424242424243,0.3310898456890851,0.28497904894192944,0.3781344771293297,F2
0.25252525252525254,0.330629050096361,0.2845134878854734,0.37772626833004574,F2
0.26262626262626265,0.3301379037026889,0.2840810099363815,0.37724126844044314,F2
0.27272727272727276,0.3296608697116442,0.28371130189418925,0.37683425773850404,F2
0.2828282828282829,0.3291706977536795,0.28323021171379215,0.37628130919437286,F2
0.29292929292929293,0.3286721497852234,0.28274269306626604,0.37576235153521936,F2
0.30303030303030304,0.3281551610161514,0.28218520279267706,0.37526543725224015,F2
0.31313131313131315,0.3276786667978352,0.2816662027607818,0.3749220304560061,F2
0.32323232323232326,0.32722498714896553,0.28109629576438716,0.37450161888089967,F2
0.33333333333333337,0.3267648038872993,0.28049132380839686,0.37419380572433764,F2
0.3434343434343435,0.326280394113222,0.2799599392315999,0.37378714978656546,F2
0.3535353535353536,0.3258026211593139,0.2794404013928745,0.3733092743832269,F2
0.36363636363636365,0.3253276765682959,0.2789145406762903,0.372899750213817,F2
0.37373737373737376,0.3248775966528188,0.2784245047040974,0.37246986429592666,F2
0.38383838383838387,0.32440066638835774,0.2779359074437349,0.37205509350681953,F2
0.393939393939394,0.3239190591092983,0.2774033032815193,0.37162819994631496,F2
0.4040404040404041,0.3234586675360206,0.27699545620266747,0.37118457404916266,F2
0.4141414141414142,0.3229781013743791,0.2764679431596179,0.3707482858457481,F2
0.42424242424242425,0.32251084192721313,0.27583291324252335,0.37039894574563736,F2
0.43434343434343436,0.32202890995645583,0.27526905486036424,0.3699276963052776,F2
0.4444444444444445,0.32154790099035174,0.27477934493253175,0.3695157560331928,F2
0.4545454545454546,0.3210743026960339,0.27422081364736817,0.3691575885125634,F2
0.4646464646464647,0.32065905044651805,0.27367621537106385,0.368777124070238,F2
0.4747474747474748,0.3201848148601562,0.2730609302892304,0.3683714816414983,F2
0.48484848484848486,0.3197103524158935,0.2725167368497748,0.36793053162316003,F2
0.494949494949495,0.319187672928212,0.27193930223618806,0.3676102191721517,F2
0.5050505050505051,0.31875398500193475,0.271359340428083,0.3673035158363996,F2
0.5151515151515152,0.3183418124308418,0.27085496300624134,0.36697856901709824,F2
0.5252525252525253,0.3179167808037202,0.27037775033604416,0.36656665096082097,F2
0.5353535353535354,0.3174751981436545,0.2698441654270333,0.366131423027852,F2
0.5454545454545455,0.31703423825738997,0.2693726564468716,0.36586175384786496,F2
0.5555555555555556,0.31656165840874007,0.26886366550750324,0.36549301986741317,F2
0.5656565656565657,0.3160551667643322,0.268315260647189,0.36518840016819815,F2
0.5757575757575758,0.31562138961598807,0.267704484302133,0.364946480267585,F2
0.5858585858585859,0.3151054633338996,0.26708703720028276,0.3646506073322809,F2
0.595959595959596,0.3146332155496656,0.26648712978983746,0.3642382626410441,F2
0.6060606060606061,0.3142033311656516,0.26595051747765025,0.36400901493471916,F2
0.6161616161616162,0.31373491661868935,0.2653123803631214,0.363607002269213,F2
0.6262626262626263,0.31328147966733955,0.2647923209107356,0.36324218483671955,F2
0.6363636363636365,0.3127989724472478,0.2641917818483083,0.3628256334286205,F2
0.6464646464646465,0.31234661777191275,0.26368241135832404,0.36260690919738153,F2
0.6565656565656566,0.3118669880590372,0.26314883527444516,0.36221016676739876,F2
0.6666666666666667,0.31142990571432494,0.2627257170562151,0.36194181115068497,F2
0.6767676767676768,0.31100905797189304,0.2622103685573025,0.3616540244879251,F2
0.686868686868687,0.3105647718655777,0.26172282041201744,0.36127355986812837,F2
0.696969696969697,0.31005088074519904,0.26128552045881054,0.3609461291914692,F2
0.7070707070707072,0.3096060592612978,0.2606788072942053,0.36048417049897535,F2
0.7171717171717172,0.3091507315975769,0.2600203606669834,0.36019099021968637,F2
0.7272727272727273,0.30872217467591945,0.25954583480628796,0.35995658021409915,F2
0.7373737373737375,0.30821995735904556,0.2588988845666622,0.3597272713458114,F2
0.7474747474747475,0.307743825816309,0.25826354786078826,0.35949915181727915,F2
0.7575757575757577,0.30730571154345077,0.2575991471512236,0.35926838819707135,F2
0.7676767676767677,0.306821283317444,0.2570721201862146,0.35899400409062343,F2
0.7777777777777778,0.30633964381302786,0.25643800347500545,0.35852765883952575,F2
0.787878787878788,0.3058316468153291,0.2558318334831715,0.3582907639243404,F2
0.797979797979798,0.3054055123122935,0.255231267723761,0.35801239276517655,F2
0.8080808080808082,0.3049729966397939,0.25466967188492673,0.3577284720197346,F2
0.8181818181818182,0.30450852563665853,0.2541083292210331,0.3574494445896893,F2
0.8282828282828284,0.3040752303901545,0.25346405326211563,0.3572535982194713,F2
0.8383838383838385,0.3036480316724872,0.2528801764383628,0.35689597118797534,F2
0.8484848484848485,0.3031982384305212,0.2523071804983498,0.35672705110436503,F2
