qf,Approach,estimate__,lower__,upper__
-0.5034443493345087,IR,0.30771773582505324,0.2821685693871838,0.3353940930450876
-0.5034443493345087,VSM,0.34771807349269157,0.31711070953612547,0.38098412621366295
-0.5034443493345087,LSI,0.39084257440422143,0.3587600836086692,0.42248453849086254
-0.4621742168279629,FTLR,0.3782064502005349,0.3489603304365131,0.40741762853454444
-0.4621742168279629,LiSSA,0.39466140835716523,0.36588243032853707,0.42383145120072674
-0.4621742168279629,IR,0.30730379249920203,0.28195206061057554,0.3347802441514167
-0.4621742168279629,VSM,0.34825265491451807,0.31776760019818173,0.38122883184900896
-0.4621742168279629,LSI,0.3905242126902556,0.35866686628259337,0.42204968237545715
-0.4209040843214171,FTLR,0.3779654929281608,0.3488820879702658,0.40700531362922104
-0.4209040843214171,LiSSA,0.39473581119477896,0.36612325589467293,0.42384669284572263
-0.4209040843214171,IR,0.3069873496832334,0.28167926844883834,0.3344036742361476
-0.4209040843214171,VSM,0.3488291609233922,0.3184647584807959,0.3814798913902712
-0.4209040843214171,LSI,0.3901363974181555,0.35860804949586966,0.42141358716474364
-0.37963395181487136,FTLR,0.37773125889064674,0.3487651151877157,0.4067480011951966
-0.37963395181487136,LiSSA,0.39485960187247116,0.3663683105377864,0.4239586589882648
-0.37963395181487136,IR,0.3065852980502002,0.2814943938043586,0.33383830234967576
-0.37963395181487136,VSM,0.3493642882660484,0.3192018681049012,0.3817358390307537
-0.37963395181487136,LSI,0.38976344703172766,0.35841846083537193,0.4209436699490407
-0.3383638193083256,FTLR,0.3774941305358108,0.3486428284959848,0.40655380987831197
-0.3383638193083256,LiSSA,0.3949466831493621,0.3664623266305652,0.4238820084730287
-0.3383638193083256,IR,0.306194719023077,0.28120870334372855,0.33335071671300215
-0.3383638193083256,VSM,0.3499075729689689,0.31982285294891055,0.38239078213823513
-0.3383638193083256,LSI,0.38941269992305916,0.35816467564187177,0.42036422209133856
-0.29709368680177983,FTLR,0.37725065574172956,0.34847357876753965,0.4062133902501858
-0.29709368680177983,LiSSA,0.3950250324367083,0.3666213703745404,0.42378894411453294
-0.29709368680177983,IR,0.30580143258296283,0.2809264971060785,0.33287488134768317
-0.29709368680177983,VSM,0.35046449634962795,0.3204894506447794,0.3827358052483475
-0.29709368680177983,LSI,0.38905878736970834,0.35798167775918477,0.4199013838665465
-0.25582355429523407,FTLR,0.37704426482290454,0.34832586937856147,0.4058968726597763
-0.25582355429523407,LiSSA,0.39511236619414786,0.3667491684534055,0.4238769912203156
-0.25582355429523407,IR,0.3054137547580446,0.2806146465171079,0.33239654120480455
-0.25582355429523407,VSM,0.351014970268317,0.3211628045249744,0.3831034977836127
-0.25582355429523407,LSI,0.38868329392372203,0.35769600209200153,0.41957922025657396
-0.2145534217886883,FTLR,0.37679043871180923,0.3481765237444822,0.40567071094315615
-0.2145534217886883,LiSSA,0.39520689754139066,0.3667863756845581,0.4239293991522424
-0.2145534217886883,IR,0.30505261906640685,0.28018562129387364,0.3318952591361087
-0.2145534217886883,VSM,0.35157142255614393,0.3216886963580721,0.38344360808112876
-0.2145534217886883,LSI,0.38834019596861474,0.35753471697636774,0.41921849186983196
-0.17328328928214254,FTLR,0.3765115614111607,0.34786166695130916,0.4052976732632442
-0.17328328928214254,LiSSA,0.39534432819744225,0.3668925283874786,0.4239105177824878
-0.17328328928214254,IR,0.3046577914602373,0.27973186457058524,0.331364474805331
-0.17328328928214254,VSM,0.35211998752655016,0.32231940793990693,0.3839722580231093
-0.17328328928214254,LSI,0.38805488016363693,0.35711207479190504,0.4187971210040809
-0.13201315677559677,FTLR,0.37625707938860026,0.34757229702740633,0.4051142286329226
-0.13201315677559677,LiSSA,0.3954068798175484,0.36694001044052577,0.4239518256348508
-0.13201315677559677,IR,0.3042222680217159,0.27918084540595,0.3308816958111698
-0.13201315677559677,VSM,0.3526789314871021,0.3227780016255031,0.38450866771786035
-0.13201315677559677,LSI,0.3876721963227964,0.35667988262934336,0.4185261642241659
-0.09074302426905101,FTLR,0.37604370146395816,0.3474071014574741,0.4049956019500473
-0.09074302426905101,LiSSA,0.39548783858036884,0.36688753028936594,0.4241400932745784
-0.09074302426905101,IR,0.3038591194453103,0.2786282807708243,0.330513502647758
-0.09074302426905101,VSM,0.35318228998260026,0.32332949600007366,0.38510002964684464
-0.09074302426905101,LSI,0.3873110334459759,0.3562977890657116,0.41824435587129793
-0.049472891762505244,FTLR,0.3757573364518886,0.34705602725240275,0.4048292444311965
-0.049472891762505244,LiSSA,0.3955942261901626,0.3668911545392102,0.4242874211300659
-0.049472891762505244,IR,0.3034289446175129,0.27814183972185014,0.33022207564976624
-0.049472891762505244,VSM,0.353761115219153,0.3236412149245299,0.38548929780649477
-0.049472891762505244,LSI,0.38698364725264867,0.35597551520490706,0.41786870176917007
-0.00820275925595948,FTLR,0.37546517715492667,0.34662763538455593,0.40457302778276283
-0.00820275925595948,LiSSA,0.3957400987851996,0.36694431831560004,0.4244679626480367
