outlinks,mean,lower,upper,metric
0.0027103320602503977,0.304356156634905,0.25407242379524025,0.3566519646750792,F2
0.12376732521014011,0.3054035157047664,0.25533944276944925,0.35739294147210277,F2
0.24482431836002938,0.30653995216290225,0.25660370867813564,0.3582819511490545,F2
0.3658813115099191,0.30764337100548894,0.2579138754143972,0.35905058927864103,F2
0.4869383046598088,0.3087533941551853,0.2591666186087577,0.35976399175085566,F2
0.6079952978096985,0.30979894119254847,0.2605902118595836,0.3604933420235068,F2
0.7290522909595878,0.31086924673464744,0.2618824951689343,0.3613037396909687,F2
0.8501092841094775,0.3119535517926926,0.26315201725055953,0.3620774937406089,F2
0.9711662772593672,0.3130733008414544,0.2644042207809709,0.3627876850336311,F2
1.092223270409257,0.31417515760073733,0.2658307810534889,0.36386468650467657,F2
1.2132802635591466,0.3152880706154867,0.2672655696744258,0.3648102812582014,F2
1.3343372567090361,0.3163711755155727,0.2685161366863115,0.3656365217707551,F2
1.4553942498589256,0.3174658456898575,0.2697054780555073,0.36670933739822165,F2
1.5764512430088153,0.3185604961979426,0.2709719080721724,0.36770925778291635,F2
1.6975082361587048,0.3196387490309714,0.2720621522580558,0.3686005281961454,F2
1.8185652293085945,0.32074650784302483,0.27327054284825647,0.369413977074924,F2
1.939622222458484,0.3218447863519265,0.2745405123581998,0.37031585353755847,F2
2.0606792156083733,0.32298755391172085,0.2758248914494255,0.3710377669278758,F2
2.1817362087582635,0.3241331111841341,0.2770680196162181,0.3719928274746712,F2
2.3027932019081527,0.3252902433319731,0.27835893765332287,0.37292989513419195,F2
2.4238501950580424,0.3263618765299324,0.2796061870972532,0.3739023121977057,F2
2.544907188207932,0.32747272622137336,0.28097196366314847,0.37497109589387934,F2
2.665964181357822,0.3285595025425712,0.2821689220428318,0.3759360039455855,F2
2.787021174507711,0.3296391878969779,0.28336678210506455,0.376835905382813,F2
2.908078167657601,0.33078681011616096,0.28455188005174686,0.37778369321703414,F2
3.0291351608074906,0.33183704764310507,0.28583657701546605,0.3786739109611227,F2
3.1501921539573803,0.3328936503180045,0.287059584729163,0.37954555958827485,F2
3.2712491471072696,0.33394103078571513,0.2882934101684827,0.3804605285123664,F2
3.3923061402571593,0.3349524151833514,0.2895240879061428,0.38141930228996335,F2
3.513363133407049,0.3359987720424318,0.29064729049857657,0.3823295852586868,F2
3.6344201265569387,0.33707150325570145,0.29191150915040037,0.383402589975102,F2
3.7554771197068284,0.33817907062896135,0.2931011639351239,0.3842819221523954,F2
3.8765341128567177,0.33930020442141706,0.29417995939595515,0.3851965326376228,F2
3.9975911060066074,0.34043425406324046,0.29537758185524887,0.3862724464902051,F2
4.118648099156497,0.34148653346132707,0.29647939469025364,0.387314392201754,F2
4.239705092306387,0.3425958086004852,0.2976542165231648,0.3884732212884461,F2
4.360762085456276,0.34366023715564653,0.29882459467659284,0.3894645976433681,F2
4.481819078606166,0.344722131861369,0.2999896474416141,0.3903295158955371,F2
4.6028760717560555,0.3458355954781165,0.3010347979527268,0.3912584395686455,F2
4.723933064905944,0.3468650749661539,0.3019867634298343,0.39224971550322557,F2
4.844990058055835,0.3479607445812112,0.3029872312757859,0.39328622849853956,F2
4.966047051205724,0.349060169668122,0.3038578990173966,0.39418784251523464,F2
5.087104044355614,0.35008249775661304,0.3049016493386705,0.3952482662836597,F2
5.208161037505504,0.3510947495804118,0.3059232481362544,0.3962449846465204,F2
5.329218030655393,0.35223489460224794,0.3070899203632251,0.39735986172231813,F2
5.450275023805283,0.3533038465319798,0.30823339028942587,0.398222121589127,F2
5.571332016955171,0.3543565735035669,0.3092899833555122,0.3992968569342102,F2
5.692389010105062,0.3554742640318902,0.3102976727639784,0.40039188163955497,F2
5.813446003254951,0.3566163954019818,0.31119314991709646,0.4014115959998746,F2
5.9345029964048415,0.3577741682745929,0.312271719033208,0.40238305773263816,F2
6.055559989554731,0.35887773127762,0.31335265664637646,0.4034758960552256,F2
6.17661698270462,0.3599576010444644,0.3144602721204006,0.4046212917345008,F2
6.29767397585451,0.361114632869613,0.3155118230585541,0.405874998098385,F2
6.4187309690043985,0.36219015811593896,0.31646315229393207,0.40687526056937195,F2
6.539787962154289,0.36325414729885197,0.31744494615426544,0.40782811431157395,F2
6.66084495530418,0.3643086359942779,0.3184052256553593,0.40886859670916226,F2
6.781901948454069,0.3653324953532868,0.3191700785261265,0.4100854706599123,F2
6.902958941603958,0.3664151332005904,0.3200987921758329,0.4112505403871011,F2
7.024015934753847,0.36747022695482295,0.3211168979568631,0.41243803507227417,F2
7.145072927903737,0.36855699065998604,0.3219887285138132,0.4135083882842853,F2
7.266129921053627,0.3696429337791791,0.32281989710560216,0.4145724743089555,F2
7.387186914203516,0.37074150567643105,0.3238638148953476,0.41583124378219843,F2
7.508243907353407,0.3717955339503588,0.3247965719850863,0.41686942856527087,F2
7.629300900503296,0.37285307015073565,0.32585361375924926,0.41799178813014526,F2
7.7503578936531845,0.3739397624379588,0.32694509909518454,0.4190124198213028,F2
7.871414886803075,0.3749833495768203,0.32791350423411464,0.42005542975518667,F2
7.992471879952964,0.3760375183622632,0.3288944433119181,0.421214355311147,F2
8.113528873102855,0.37704168697625623,0.3299317922036831,0.422285902419095,F2
8.234585866252743,0.3781637962014064,0.330834450176298,0.42340621328719064,F2
8.355642859402632,0.37918368647849426,0.3318233468931566,0.42474795439875423,F2
8.476699852552523,0.38021550828088585,0.3327071178900957,0.4259608326622126,F2
8.597756845702413,0.3812685765012296,0.33367873505414486,0.4271966047693727,F2
8.718813838852302,0.3823687722947764,0.3345658077819794,0.42838514450912973,F2
8.839870832002191,0.3834258522983489,0.33539012939606494,0.42945667206336524,F2
8.96092782515208,0.38444337911778537,0.33637003414583916,0.4307637550313286,F2
9.08198481830197,0.38558373894531195,0.3372365195357725,0.4319377326119829,F2
9.203041811451861,0.3866529928430936,0.3380614770566699,0.43306894540267366,F2
9.324098804601752,0.3877536520023703,0.33885361354382276,0.43435399571982775,F2
9.445155797751639,0.388777300847779,0.33973081596055466,0.4355834911499068,F2
9.56621279090153,0.38980853152417616,0.34039273234458145,0.43685451479609205,F2
9.687269784051418,0.39083873919190437,0.34132998370254064,0.4381413504389983,F2
9.808326777201309,0.39185242917956353,0.3420193736404788,0.4395421888685569,F2
9.929383770351198,0.3929305581471184,0.3430041563891097,0.4406925399031556,F2
10.050440763501086,0.3939422693074124,0.34386613784044967,0.4418787109469424,F2
10.171497756650977,0.394962707223923,0.34484487389604,0.4431198087844782,F2
10.292554749800868,0.39601562090353926,0.3456119279871245,0.4443287421206122,F2
10.413611742950756,0.3970287844579661,0.34643190532054363,0.44551713824574807,F2
10.534668736100645,0.3980329723529499,0.3472502675972925,0.4466744652872659,F2
10.655725729250534,0.3990910014787562,0.3481175360250664,0.44796470271949856,F2
10.776782722400425,0.4001294195464755,0.348932979027262,0.44904477920036157,F2
10.897839715550315,0.401136611291403,0.34971015446866893,0.4502243106372522,F2
11.018896708700206,0.40215310164821905,0.35055612010567644,0.4513245524858235,F2
11.139953701850093,0.40317141078473745,0.3514031228332108,0.45246183857920746,F2
11.261010694999984,0.4041518290664486,0.35225710855977205,0.4537453688002363,F2
11.382067688149874,0.4051972505936343,0.3530768963008529,0.45490735488335016,F2
11.503124681299763,0.4062324804456904,0.35374585263155206,0.45596500933602563,F2
11.624181674449652,0.40726472468323605,0.3542948434194542,0.45717694987641194,F2
11.74523866759954,0.408255284535349,0.3553938684311093,0.4585645023832109,F2
11.866295660749431,0.409304923241375,0.3560868386191247,0.45985637699733367,F2
11.987352653899322,0.4103535368553342,0.3568344447572018,0.4611364740000896,F2
