anaphora,mean,lower,upper,metric
0,0.2724069114277944,0.23249570927544924,0.31414592454726925,F1
0.010101010101010102,0.2719364253769216,0.232099872881408,0.31362427011546934,F1
0.020202020202020204,0.2714812415559439,0.23171073183404223,0.31313797076114325,F1
0.030303030303030304,0.27102678661052976,0.23136487706143208,0.3126595013860549,F1
0.04040404040404041,0.27054616543390375,0.230903887878019,0.31220172545995095,F1
0.05050505050505051,0.27012347336894704,0.23057122424700174,0.31166111050103684,F1
0.06060606060606061,0.26968206196665057,0.2301749196478503,0.311166878247686,F1
0.07070707070707072,0.26923770283494064,0.22981660839459497,0.3106146681989723,F1
0.08080808080808081,0.2687778152565802,0.2294021280060998,0.31004591795100234,F1
0.09090909090909091,0.2683526681396718,0.22899467099955595,0.30951488722582704,F1
0.10101010101010102,0.2679492236862525,0.22860908319846476,0.3090841122858847,F1
0.11111111111111112,0.26751115944559645,0.22815352607769218,0.3086027603126232,F1
0.12121212121212122,0.2670773922231185,0.22785167905576842,0.30805930750357685,F1
0.13131313131313133,0.26658382918918955,0.22751016376159847,0.30759631096807505,F1
0.14141414141414144,0.2661773328651309,0.22705513139481967,0.30706720287640116,F1
0.15151515151515152,0.2657645033874899,0.22669402960727023,0.3066328911636135,F1
0.16161616161616163,0.2653203514227843,0.22618624921859934,0.3061271539563425,F1
0.17171717171717174,0.26484824029923304,0.22578475038261483,0.30564838980223435,F1
0.18181818181818182,0.2644210759642653,0.22532516148047668,0.30520495238068374,F1
0.19191919191919193,0.26393425624414235,0.2249690208720086,0.3046527679610678,F1
0.20202020202020204,0.2634660270350728,0.22466383536929949,0.3042728537815846,F1
0.21212121212121213,0.263021048698041,0.22427667632538018,0.30385140479506434,F1
0.22222222222222224,0.2625458435084336,0.22386383197843568,0.3033672141693248,F1
0.23232323232323235,0.26211384709596797,0.22338686992399312,0.3029154274639805,F1
0.24242424242424243,0.2616679988728766,0.22296614601515619,0.3023938417439489,F1
0.25252525252525254,0.26118786530658833,0.22249561762073247,0.30200208040173915,F1
0.26262626262626265,0.26073447101305686,0.22199602371408295,0.30173280042098843,F1
0.27272727272727276,0.26029718097365606,0.22159947295620006,0.3013559447751148,F1
0.2828282828282829,0.2597950608413627,0.2212371126042232,0.3009481198394914,F1
0.29292929292929293,0.2593906191201189,0.2208312671065994,0.30050094200106264,F1
0.30303030303030304,0.25896330093083564,0.22039710114738478,0.3001561680004778,F1
0.31313131313131315,0.2585450717529644,0.21995239233574773,0.29981854345672776,F1
0.32323232323232326,0.258113886932945,0.21950753489235617,0.2994946098200059,F1
0.33333333333333337,0.2576605132454026,0.21905625924619151,0.29914417281716504,F1
0.3434343434343435,0.25722843785745186,0.2185825826541076,0.29880655738975315,F1
0.3535353535353536,0.25682480624839255,0.2181793383975957,0.2984706373836766,F1
